"dias_chuva_mensal";"precip_total_mensal_mm";"temp_media_mensal_c";"ano";"mes"
14.0;;27.4;2023;11
25.0;289.4;26.9;2023;12
25.0;536.0;26.7;2024;1
28.0;553.8;26.6;2024;2
24.0;202.6;27.4;2024;3
24.0;250.4;27.1;2024;4
15.0;57.2;25.4;2024;5
5.0;26.0;27.1;2024;6
3.0;14.4;25.3;2024;7
4.0;7.8;26.5;2024;8
5.0;71.2;28.2;2024;9
12.0;228.0;28.0;2024;10
17.0;185.2;26.9;2024;11
22.0;209.4;26.6;2024;12
26.0;359.8;25.7;2015;1
19.0;317.8;25.9;2015;2
26.0;323.0;26.0;2015;3
21.0;220.2;26.3;2015;4
23.0;195.0;26.1;2015;5
12.0;;26.1;2015;6
;;;2015;7
;;;2015;8
;;;2015;9
4.0;;;2015;10
14.0;263.8;27.6;2015;11
18.0;231.2;26.9;2015;12
22.0;334.4;27.2;2016;1
25.0;388.6;27.1;2016;2
24.0;390.2;26.6;2016;3
18.0;298.2;26.5;2016;4
16.0;149.8;26.5;2016;5
11.0;50.0;25.8;2016;6
6.0;12.4;26.8;2016;7
4.0;13.8;27.3;2016;8
11.0;52.0;26.7;2016;9
13.0;202.8;27.5;2016;10
16.0;139.4;26.9;2016;11
24.0;325.2;26.3;2016;12
25.0;502.6;25.5;2017;1
21.0;428.4;26.0;2017;2
25.0;351.8;26.1;2017;3
23.0;212.8;26.2;2017;4
19.0;277.2;26.7;2017;5
11.0;65.0;26.1;2017;6
0.0;0.0;26.0;2017;7
9.0;84.6;27.7;2017;8
10.0;74.6;27.5;2017;9
14.0;146.2;26.8;2017;10
19.0;298.4;26.7;2017;11
13.0;;26.5;2017;12
;;;2018;1
;;;2018;2
;;;2018;3
;;;2018;4
;;;2018;5
;;;2018;6
;;;2018;7
;;;2018;8
;;;2018;9
;;;2018;10
;;;2018;11
;;;2018;12
;;;2019;1
;;;2019;2
;;;2019;3
;;;2019;4
;;;2019;5
;;;2019;6
;;;2019;7
;;;2019;8
;;;2019;9
18.0;;26.2;2019;10
16.0;193.0;26.2;2019;11
24.0;496.6;26.3;2019;12
19.0;211.4;26.9;2020;1
22.0;193.8;26.7;2020;2
18.0;316.2;26.6;2020;3
24.0;252.6;26.6;2020;4
23.0;198.8;25.8;2020;5
16.0;33.8;26.4;2020;6
10.0;27.0;26.5;2020;7
2.0;0.8;26.8;2020;8
12.0;46.8;27.5;2020;9
12.0;23.8;27.1;2020;10
;;26.6;2020;11
25.0;227.0;26.0;2020;12
;;25.8;2021;1
;;25.9;2021;2
;;25.5;2021;3
11.0;52.8;26.1;2021;4
;;26.1;2021;5
;;25.2;2021;6
;;25.8;2021;7
;;27.4;2021;8
;;27.4;2021;9
;;27.2;2021;10
;;26.3;2021;11
;;26.4;2021;12
;;26.1;2022;1
;;25.7;2022;2
;;25.8;2022;3
;;26.4;2022;4
;;;2022;5
;;;2022;6
3.0;;26.9;2022;7
15.0;85.6;26.1;2022;8
8.0;26.6;27.7;2022;9
23.0;274.4;27.0;2022;10
10.0;82.0;26.8;2022;11
20.0;215.6;26.4;2022;12
20.0;314.6;25.6;2023;1
25.0;310.4;25.9;2023;2
23.0;344.4;26.1;2023;3
20.0;169.2;26.6;2023;4
24.0;200.8;26.6;2023;5
12.0;71.2;25.6;2023;6
3.0;4.2;27.2;2023;7
3.0;33.0;28.1;2023;8
10.0;131.4;28.5;2023;9
10.0;36.4;28.7;2023;10
16.0;154.8;27.8;2023;11
21.0;202.0;27.3;2023;12
21.0;295.8;26.9;2024;1
19.0;574.2;27.0;2024;2
22.0;207.0;27.4;2024;3
20.0;302.6;27.5;2024;4
17.0;127.8;26.2;2024;5
4.0;25.0;27.5;2024;6
1.0;;;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
;;;2024;11
;;;2024;12
29.0;243.8;25.9;2015;1
23.0;373.4;25.9;2015;2
24.0;365.0;26.3;2015;3
26.0;298.8;26.3;2015;4
21.0;194.6;26.2;2015;5
20.0;32.8;26.2;2015;6
9.0;21.8;26.1;2015;7
5.0;9.8;27.7;2015;8
7.0;58.2;28.5;2015;9
13.0;214.4;27.9;2015;10
13.0;129.0;27.8;2015;11
19.0;150.6;27.0;2015;12
3.0;;;2016;1
;;;2016;2
;;;2016;3
;;;2016;4
;;;2016;5
;;;2016;6
;;;2016;7
;;;2016;8
5.0;;;2016;9
13.0;144.0;27.4;2016;10
17.0;168.2;26.7;2016;11
23.0;320.8;26.1;2016;12
25.0;576.8;25.8;2017;1
21.0;398.2;25.9;2017;2
25.0;499.2;26.1;2017;3
20.0;262.8;26.4;2017;4
21.0;77.8;26.7;2017;5
12.0;41.6;25.8;2017;6
1.0;0.2;25.5;2017;7
8.0;69.0;27.6;2017;8
6.0;91.0;27.4;2017;9
22.0;148.8;26.8;2017;10
21.0;213.2;26.5;2017;11
27.0;341.6;25.9;2017;12
27.0;253.6;26.1;2018;1
27.0;448.4;25.8;2018;2
27.0;130.2;26.2;2018;3
25.0;275.8;26.1;2018;4
19.0;134.0;26.0;2018;5
7.0;3.6;25.0;2018;6
2.0;6.4;25.6;2018;7
10.0;39.8;26.4;2018;8
12.0;62.0;27.2;2018;9
15.0;161.8;27.2;2018;10
21.0;234.8;26.6;2018;11
21.0;392.4;25.8;2018;12
27.0;388.0;26.1;2019;1
26.0;314.8;26.3;2019;2
22.0;253.8;26.4;2019;3
4.0;;;2019;4
;;;2019;5
;;;2019;6
;;;2019;7
;;;2019;8
;;;2019;9
14.0;;26.3;2019;10
20.0;247.2;26.7;2019;11
23.0;332.4;26.3;2019;12
9.0;;;2020;1
7.0;;;2020;2
;;;2020;3
;;;2020;4
;;;2020;5
;;;2020;6
3.0;6.0;26.3;2020;7
3.0;17.4;26.6;2020;8
6.0;;27.4;2020;9
12.0;67.0;27.2;2020;10
15.0;;26.9;2020;11
9.0;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
;;26.4;2022;7
9.0;49.8;26.4;2022;8
7.0;21.2;27.9;2022;9
9.0;;27.3;2022;10
;;;2022;11
;;;2022;12
;;;2023;1
;;;2023;2
;;;2023;3
;;;2023;4
;;;2023;5
8.0;103.6;25.4;2023;6
2.0;1.0;26.4;2023;7
5.0;32.8;27.6;2023;8
12.0;88.0;28.3;2023;9
12.0;34.4;28.6;2023;10
13.0;105.2;28.1;2023;11
18.0;80.8;27.5;2023;12
28.0;289.0;27.0;2024;1
20.0;305.0;27.1;2024;2
27.0;289.8;27.4;2024;3
18.0;100.0;27.3;2024;4
10.0;34.4;26.3;2024;5
2.0;4.6;27.3;2024;6
5.0;34.2;26.3;2024;7
2.0;16.8;27.3;2024;8
4.0;53.0;29.1;2024;9
13.0;161.8;28.1;2024;10
22.0;171.0;27.0;2024;11
20.0;293.2;26.5;2024;12
12.0;229.8;24.8;2015;1
7.0;62.2;25.4;2015;2
20.0;368.6;25.3;2015;3
26.0;299.4;25.6;2015;4
22.0;291.0;25.5;2015;5
5.0;64.8;26.0;2015;6
;;26.0;2015;7
;;27.6;2015;8
;;27.5;2015;9
3.0;120.2;26.8;2015;10
18.0;211.6;26.6;2015;11
16.0;163.4;26.1;2015;12
22.0;294.4;26.2;2016;1
24.0;324.4;26.3;2016;2
9.0;;;2016;3
22.0;214.6;26.0;2016;4
20.0;188.0;26.1;2016;5
11.0;67.8;25.8;2016;6
1.0;1.0;26.6;2016;7
8.0;98.2;26.8;2016;8
24.0;226.8;25.7;2016;9
18.0;223.0;26.2;2016;10
21.0;244.0;26.0;2016;11
27.0;791.2;25.2;2016;12
25.0;393.2;24.8;2017;1
5.0;;;2017;2
;;;2017;3
;;;2017;4
;;;2017;5
;;;2017;6
;;;2017;7
8.0;;;2017;8
14.0;117.4;25.8;2017;9
20.0;269.8;25.8;2017;10
20.0;348.0;25.5;2017;11
26.0;425.8;25.3;2017;12
25.0;335.2;24.9;2018;1
24.0;;24.7;2018;2
;;;2018;3
;;;2018;4
;;;2018;5
;;;2018;6
;;;2018;7
;;;2018;8
;;;2018;9
1.0;;;2018;10
;;;2018;11
;;;2018;12
;;;2019;1
;;;2019;2
;;;2019;3
;;;2019;4
;;;2019;5
;;;2019;6
;;;2019;7
;;;2019;8
;;;2019;9
6.0;;;2019;10
18.0;;25.2;2019;11
24.0;;25.2;2019;12
4.0;;;2020;1
;;;2020;2
;;;2020;3
2.0;;;2020;4
1.0;;;2020;5
;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
2.0;;25.8;2022;7
10.0;109.2;25.0;2022;8
9.0;46.8;26.0;2022;9
17.0;256.4;25.4;2022;10
16.0;209.6;25.1;2022;11
27.0;588.2;24.2;2022;12
28.0;468.4;23.8;2023;1
26.0;299.2;24.3;2023;2
2.0;;;2023;3
;;;2023;4
;;;2023;5
;;;2023;6
8.0;;;2023;7
4.0;;;2023;8
3.0;;;2023;9
3.0;;;2023;10
8.0;;;2023;11
26.0;388.8;25.1;2023;12
18.0;;25.0;2024;1
;;;2024;2
;;;2024;3
;;;2024;4
;;;2024;5
;;;2024;6
;;;2024;7
4.0;28.6;26.5;2024;8
13.0;94.6;27.3;2024;9
9.0;9.6;26.7;2024;10
1.0;;;2024;11
;;;2024;12
24.0;229.2;26.2;2015;1
18.0;238.6;26.7;2015;2
19.0;302.8;26.7;2015;3
18.0;248.2;26.7;2015;4
21.0;157.0;26.7;2015;5
21.0;106.2;26.9;2015;6
2.0;;;2015;7
7.0;24.0;28.7;2015;8
4.0;6.2;29.5;2015;9
12.0;109.4;28.0;2015;10
15.0;146.0;28.0;2015;11
20.0;219.6;27.0;2015;12
20.0;120.6;27.9;2016;1
21.0;141.8;27.2;2016;2
28.0;404.6;26.7;2016;3
21.0;153.0;27.2;2016;4
22.0;272.6;26.9;2016;5
18.0;146.4;26.5;2016;6
13.0;43.0;27.4;2016;7
10.0;52.0;27.9;2016;8
14.0;82.8;26.9;2016;9
10.0;142.2;27.9;2016;10
11.0;127.8;27.6;2016;11
23.0;290.8;26.5;2016;12
22.0;270.8;25.9;2017;1
2.0;;;2017;2
1.0;;;2017;3
21.0;144.2;26.8;2017;4
20.0;214.6;27.3;2017;5
17.0;181.4;27.0;2017;6
7.0;43.0;26.8;2017;7
11.0;198.6;27.8;2017;8
14.0;82.4;27.0;2017;9
12.0;92.8;27.2;2017;10
21.0;254.4;27.3;2017;11
24.0;448.6;26.7;2017;12
24.0;142.6;26.4;2018;1
21.0;249.4;26.4;2018;2
22.0;167.2;26.7;2018;3
21.0;240.0;26.1;2018;4
14.0;;26.3;2018;5
;;;2018;6
;;;2018;7
;;;2018;8
;;;2018;9
;;;2018;10
;;;2018;11
10.0;;;2018;12
24.0;328.4;26.3;2019;1
19.0;166.2;26.9;2019;2
15.0;204.2;27.4;2019;3
26.0;345.8;26.8;2019;4
23.0;358.4;26.8;2019;5
18.0;144.0;26.8;2019;6
15.0;94.2;26.8;2019;7
11.0;23.0;27.1;2019;8
10.0;51.6;28.3;2019;9
18.0;224.4;26.7;2019;10
18.0;215.8;27.0;2019;11
25.0;353.6;26.6;2019;12
6.0;;;2020;1
;;;2020;2
;;;2020;3
;;;2020;4
;;;2020;5
;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
1.0;;;2022;3
18.0;;26.5;2022;4
19.0;132.6;26.7;2022;5
17.0;149.6;25.9;2022;6
14.0;136.2;27.3;2022;7
2.0;;;2022;8
;;;2022;9
;;;2022;10
;;;2022;11
;;;2022;12
;;;2023;1
;;;2023;2
;;;2023;3
5.0;;;2023;4
6.0;;;2023;5
4.0;;;2023;6
;;;2023;7
;;;2023;8
;;;2023;9
;;;2023;10
;;;2023;11
;;;2023;12
;;;2024;1
;;;2024;2
;;;2024;3
;;;2024;4
;;;2024;5
;;;2024;6
;;;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
;;;2024;11
;;;2024;12
22.0;;25.7;2015;1
19.0;153.4;27.0;2015;2
25.0;464.0;26.3;2015;3
24.0;228.2;26.8;2015;4
23.0;232.0;26.6;2015;5
13.0;115.8;27.2;2015;6
12.0;124.0;27.7;2015;7
6.0;33.8;28.9;2015;8
2.0;46.6;30.1;2015;9
8.0;37.0;29.7;2015;10
17.0;146.0;28.6;2015;11
22.0;178.8;27.9;2015;12
13.0;158.8;28.6;2016;1
26.0;227.0;27.4;2016;2
24.0;272.8;27.4;2016;3
20.0;261.6;27.1;2016;4
19.0;197.2;27.3;2016;5
12.0;84.0;27.5;2016;6
8.0;52.6;27.8;2016;7
10.0;80.6;28.4;2016;8
11.0;99.2;27.6;2016;9
13.0;131.6;28.3;2016;10
9.0;;27.2;2016;11
13.0;;25.8;2016;12
9.0;;;2017;1
17.0;;26.0;2017;2
25.0;302.6;26.4;2017;3
29.0;225.6;26.7;2017;4
;;27.6;2017;5
;;27.6;2017;6
5.0;22.6;27.6;2017;7
9.0;68.4;28.8;2017;8
16.0;141.8;27.7;2017;9
16.0;145.0;27.6;2017;10
13.0;200.8;27.7;2017;11
23.0;337.4;26.5;2017;12
26.0;126.0;26.3;2018;1
16.0;264.8;26.8;2018;2
22.0;327.8;26.7;2018;3
24.0;274.8;26.3;2018;4
20.0;172.6;26.5;2018;5
15.0;121.4;27.0;2018;6
9.0;48.0;27.4;2018;7
10.0;99.0;27.7;2018;8
8.0;82.2;28.7;2018;9
13.0;89.4;29.3;2018;10
14.0;132.0;27.9;2018;11
24.0;381.2;26.0;2018;12
24.0;376.6;26.2;2019;1
17.0;;26.6;2019;2
;;;2019;3
24.0;296.4;27.0;2019;4
23.0;323.6;26.8;2019;5
18.0;208.4;27.4;2019;6
11.0;166.8;27.5;2019;7
9.0;51.8;28.0;2019;8
12.0;93.2;28.6;2019;9
16.0;127.4;27.3;2019;10
21.0;169.0;27.5;2019;11
24.0;97.0;26.7;2019;12
0.0;0.0;27.4;2020;1
;;27.6;2020;2
;;27.7;2020;3
;;26.8;2020;4
;;26.9;2020;5
;;27.2;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
7.0;;;2020;12
22.0;;26.0;2021;1
21.0;277.4;26.6;2021;2
30.0;310.0;25.9;2021;3
20.0;363.2;26.7;2021;4
24.0;166.8;26.9;2021;5
16.0;139.8;26.9;2021;6
16.0;212.4;26.9;2021;7
9.0;183.4;27.7;2021;8
18.0;129.8;27.6;2021;9
18.0;119.0;28.1;2021;10
20.0;200.4;27.0;2021;11
27.0;513.2;26.5;2021;12
25.0;385.0;26.5;2022;1
25.0;409.2;25.9;2022;2
25.0;265.0;26.1;2022;3
23.0;439.8;26.3;2022;4
14.0;101.6;27.0;2022;5
16.0;174.6;26.4;2022;6
5.0;37.4;28.1;2022;7
9.0;39.4;28.3;2022;8
8.0;73.6;28.9;2022;9
13.0;164.0;28.1;2022;10
8.0;46.8;27.7;2022;11
17.0;169.6;27.0;2022;12
25.0;262.2;25.6;2023;1
22.0;;25.8;2023;2
25.0;238.4;26.3;2023;3
19.0;231.8;27.0;2023;4
17.0;152.2;27.3;2023;5
12.0;150.8;27.1;2023;6
9.0;43.2;28.5;2023;7
5.0;36.8;29.2;2023;8
4.0;22.0;29.6;2023;9
10.0;101.4;29.4;2023;10
9.0;99.8;28.5;2023;11
19.0;303.0;26.8;2023;12
17.0;157.4;27.4;2024;1
14.0;313.6;27.6;2024;2
3.0;;;2024;3
17.0;;27.0;2024;4
;;;2024;5
;;;2024;6
;;;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
5.0;;;2024;11
22.0;144.4;26.5;2024;12
18.0;114.4;25.9;2015;1
14.0;116.6;26.6;2015;2
14.0;200.2;26.0;2015;3
14.0;80.4;26.4;2015;4
18.0;167.2;26.6;2015;5
;;;2015;6
6.0;;27.3;2015;7
4.0;12.4;28.4;2015;8
1.0;4.2;29.7;2015;9
5.0;42.4;29.5;2015;10
3.0;42.4;28.7;2015;11
8.0;36.6;28.5;2015;12
3.0;;;2016;1
;;;2016;2
;;;2016;3
1.0;;;2016;4
19.0;183.4;27.4;2016;5
17.0;111.2;26.9;2016;6
12.0;109.0;27.6;2016;7
;;28.1;2016;8
2.0;;27.7;2016;9
14.0;;28.1;2016;10
;;;2016;11
17.0;182.0;26.4;2016;12
18.0;106.0;26.1;2017;1
16.0;;26.0;2017;2
19.0;;26.5;2017;3
23.0;;26.3;2017;4
12.0;143.2;27.5;2017;5
9.0;81.8;27.2;2017;6
;;27.4;2017;7
;;28.5;2017;8
6.0;;28.1;2017;9
8.0;58.4;27.5;2017;10
6.0;43.4;27.3;2017;11
6.0;;26.5;2017;12
;;;2018;1
;;;2018;2
20.0;;26.3;2018;3
26.0;344.4;26.1;2018;4
26.0;391.2;26.2;2018;5
22.0;209.2;26.6;2018;6
14.0;74.8;27.1;2018;7
10.0;54.2;27.5;2018;8
12.0;67.8;28.3;2018;9
4.0;35.4;29.4;2018;10
16.0;241.0;27.4;2018;11
25.0;325.2;25.9;2018;12
26.0;266.2;26.4;2019;1
23.0;232.6;26.2;2019;2
18.0;255.2;27.3;2019;3
22.0;246.4;26.9;2019;4
25.0;243.6;26.8;2019;5
17.0;108.2;27.3;2019;6
15.0;148.0;27.4;2019;7
7.0;21.4;28.0;2019;8
8.0;63.0;28.7;2019;9
15.0;171.6;27.1;2019;10
13.0;106.2;27.5;2019;11
22.0;192.6;26.5;2019;12
18.0;147.2;27.3;2020;1
18.0;134.6;27.2;2020;2
16.0;387.6;27.4;2020;3
21.0;327.4;26.7;2020;4
22.0;159.0;26.6;2020;5
13.0;130.2;27.3;2020;6
10.0;79.4;27.5;2020;7
4.0;25.0;28.3;2020;8
10.0;126.0;28.1;2020;9
7.0;78.0;27.7;2020;10
15.0;197.4;27.1;2020;11
18.0;214.0;26.5;2020;12
26.0;365.2;25.8;2021;1
3.0;;;2021;2
5.0;;;2021;3
5.0;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
3.0;;;2022;4
22.0;201.2;26.8;2022;5
23.0;270.4;26.3;2022;6
9.0;98.4;27.7;2022;7
10.0;52.8;27.9;2022;8
9.0;48.8;28.4;2022;9
14.0;172.2;27.7;2022;10
13.0;136.0;27.3;2022;11
21.0;279.8;26.5;2022;12
27.0;307.2;25.5;2023;1
26.0;363.6;25.9;2023;2
23.0;193.0;26.4;2023;3
16.0;;27.0;2023;4
21.0;221.2;27.3;2023;5
16.0;85.0;27.2;2023;6
8.0;52.6;28.2;2023;7
4.0;19.8;29.2;2023;8
6.0;23.2;29.8;2023;9
10.0;74.0;29.8;2023;10
6.0;91.6;29.3;2023;11
18.0;;27.2;2023;12
8.0;;;2024;1
10.0;;28.1;2024;2
6.0;;;2024;3
8.0;;;2024;4
4.0;;;2024;5
12.0;;28.0;2024;6
;;;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
;;;2024;11
;;;2024;12
20.0;201.2;26.1;2015;1
19.0;151.0;26.5;2015;2
23.0;299.4;26.1;2015;3
21.0;301.6;26.5;2015;4
23.0;270.8;26.5;2015;5
17.0;149.8;26.8;2015;6
11.0;52.6;27.0;2015;7
7.0;17.6;28.2;2015;8
1.0;0.4;29.7;2015;9
6.0;81.8;29.5;2015;10
6.0;45.0;29.1;2015;11
11.0;89.2;28.9;2015;12
11.0;157.8;28.4;2016;1
17.0;323.6;27.3;2016;2
;;;2016;3
3.0;;;2016;4
23.0;243.6;27.1;2016;5
12.0;82.0;27.1;2016;6
13.0;90.0;27.4;2016;7
;;28.1;2016;8
1.0;3.0;27.7;2016;9
21.0;74.8;27.9;2016;10
5.0;31.0;28.0;2016;11
11.0;145.6;26.6;2016;12
16.0;231.0;26.1;2017;1
22.0;345.0;26.1;2017;2
24.0;170.4;26.2;2017;3
26.0;353.0;26.4;2017;4
14.0;103.6;27.6;2017;5
12.0;109.2;27.4;2017;6
11.0;137.2;27.1;2017;7
3.0;11.0;28.6;2017;8
11.0;58.2;28.1;2017;9
12.0;187.8;27.7;2017;10
9.0;108.4;27.7;2017;11
;;26.6;2017;12
20.0;188.0;26.2;2018;1
18.0;211.8;26.2;2018;2
17.0;166.6;26.6;2018;3
0.0;0.0;26.0;2018;4
;;26.1;2018;5
;;26.5;2018;6
;;26.7;2018;7
;;27.9;2018;8
;;28.2;2018;9
;;29.4;2018;10
;;;2018;11
;;;2018;12
;;;2019;1
;;;2019;2
;;27.2;2019;3
10.0;135.8;26.9;2019;4
7.0;114.2;26.6;2019;5
8.0;17.0;27.1;2019;6
5.0;9.2;27.3;2019;7
7.0;18.6;27.8;2019;8
4.0;6.4;28.6;2019;9
;;27.4;2019;10
4.0;35.6;27.5;2019;11
;;26.5;2019;12
4.0;6.2;27.0;2020;1
10.0;38.4;27.0;2020;2
2.0;13.6;27.4;2020;3
;;26.4;2020;4
10.0;33.8;26.5;2020;5
9.0;43.0;27.1;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;25.6;2021;1
;;26.2;2021;2
;;25.8;2021;3
;;26.4;2021;4
;;27.0;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
2.0;;27.5;2021;9
;;27.8;2021;10
;;26.9;2021;11
;;26.4;2021;12
;;26.1;2022;1
;;26.2;2022;2
;;26.1;2022;3
;;26.6;2022;4
;;26.7;2022;5
;;26.2;2022;6
;;27.4;2022;7
;;27.9;2022;8
;;29.1;2022;9
;;28.0;2022;10
;;27.3;2022;11
;;26.4;2022;12
;;25.6;2023;1
;;26.0;2023;2
;;26.6;2023;3
;;26.6;2023;4
;;27.4;2023;5
;;27.1;2023;6
;;28.0;2023;7
;;29.2;2023;8
;;29.7;2023;9
;;30.1;2023;10
;;29.5;2023;11
;;27.3;2023;12
;;27.2;2024;1
;;27.9;2024;2
;;27.4;2024;3
;;27.3;2024;4
;;;2024;5
;;;2024;6
;;;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
4.0;;;2024;11
21.0;205.2;26.9;2024;12
20.0;;25.1;2015;1
15.0;;25.2;2015;2
12.0;;;2015;3
22.0;;25.7;2015;4
14.0;;25.6;2015;5
8.0;;26.1;2015;6
13.0;53.0;26.2;2015;7
8.0;;27.0;2015;8
2.0;;;2015;9
6.0;;28.0;2015;10
;;;2015;11
;;;2015;12
;;;2016;1
;;;2016;2
;;;2016;3
;;;2016;4
;;;2016;5
16.0;110.8;26.2;2016;6
11.0;105.6;26.9;2016;7
11.0;137.2;27.4;2016;8
19.0;100.0;27.0;2016;9
;;;2016;10
;;;2016;11
;;;2016;12
;;;2017;1
7.0;;;2017;2
25.0;472.8;25.5;2017;3
29.0;369.8;25.8;2017;4
23.0;173.6;26.7;2017;5
16.0;79.6;26.6;2017;6
13.0;106.0;26.3;2017;7
13.0;76.4;27.4;2017;8
16.0;68.8;27.5;2017;9
12.0;112.2;27.2;2017;10
14.0;116.0;27.1;2017;11
19.0;282.2;26.0;2017;12
26.0;276.0;25.5;2018;1
3.0;;;2018;2
;;;2018;3
;;;2018;4
;;;2018;5
8.0;;25.8;2018;6
14.0;120.0;26.1;2018;7
8.0;33.4;26.8;2018;8
9.0;76.2;27.1;2018;9
;;28.0;2018;10
;;26.6;2018;11
6.0;51.6;25.2;2018;12
9.0;23.4;25.5;2019;1
27.0;365.6;25.5;2019;2
25.0;88.2;26.4;2019;3
24.0;33.2;26.3;2019;4
;;26.3;2019;5
;;26.5;2019;6
14.0;;26.4;2019;7
;;;2019;8
;;;2019;9
1.0;;;2019;10
18.0;199.2;26.4;2019;11
28.0;290.4;25.9;2019;12
21.0;243.0;26.2;2020;1
23.0;212.6;25.9;2020;2
20.0;226.6;26.5;2020;3
28.0;370.8;26.1;2020;4
22.0;;26.1;2020;5
;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
2.0;;;2022;3
25.0;456.6;;2022;4
24.0;265.6;;2022;5
20.0;202.0;;2022;6
16.0;66.2;;2022;7
16.0;90.2;;2022;8
10.0;46.8;;2022;9
15.0;106.8;;2022;10
8.0;101.4;;2022;11
23.0;293.6;;2022;12
28.0;417.6;;2023;1
25.0;;;2023;2
24.0;210.0;;2023;3
25.0;229.8;;2023;4
11.0;;;2023;5
12.0;;;2023;6
9.0;44.4;;2023;7
7.0;27.6;;2023;8
10.0;178.6;;2023;9
11.0;130.4;;2023;10
11.0;110.4;;2023;11
19.0;215.8;;2023;12
17.0;207.2;;2024;1
17.0;;;2024;2
11.0;;;2024;3
;;;2024;4
;;;2024;5
;;;2024;6
;;;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
;;;2024;11
;;;2024;12
;;;2015;1
;;;2015;2
23.0;496.4;26.3;2015;3
24.0;387.2;26.5;2015;4
23.0;320.6;26.5;2015;5
24.0;208.6;26.9;2015;6
22.0;144.2;26.8;2015;7
9.0;28.8;28.9;2015;8
1.0;0.4;30.1;2015;9
;;30.4;2015;10
;;30.3;2015;11
4.0;88.2;30.4;2015;12
14.0;169.6;29.5;2016;1
23.0;173.6;27.9;2016;2
29.0;602.0;27.1;2016;3
25.0;266.6;27.2;2016;4
8.0;;;2016;5
16.0;;26.8;2016;6
16.0;79.4;27.6;2016;7
8.0;75.2;28.7;2016;8
12.0;20.8;28.3;2016;9
12.0;113.4;28.5;2016;10
10.0;35.6;28.7;2016;11
22.0;42.8;27.2;2016;12
;;26.3;2017;1
27.0;195.2;26.4;2017;2
28.0;136.2;26.4;2017;3
;;26.6;2017;4
;;27.5;2017;5
10.0;;27.3;2017;6
16.0;102.2;27.3;2017;7
8.0;43.2;29.0;2017;8
5.0;21.6;29.6;2017;9
3.0;13.6;29.2;2017;10
;;;2017;11
;;;2017;12
;;;2018;1
;;;2018;2
;;;2018;3
21.0;;26.2;2018;4
30.0;231.6;26.0;2018;5
21.0;291.2;26.3;2018;6
22.0;169.6;26.8;2018;7
15.0;61.2;27.9;2018;8
9.0;130.0;28.6;2018;9
2.0;34.2;29.9;2018;10
16.0;102.6;28.3;2018;11
23.0;323.2;26.5;2018;12
26.0;210.8;26.6;2019;1
25.0;567.2;26.4;2019;2
22.0;242.0;27.3;2019;3
27.0;389.8;27.0;2019;4
25.0;287.8;26.7;2019;5
22.0;173.6;27.2;2019;6
13.0;;27.1;2019;7
;;;2019;8
;;;2019;9
;;;2019;10
11.0;;27.1;2019;11
23.0;348.4;26.9;2019;12
19.0;148.2;27.2;2020;1
21.0;348.2;26.8;2020;2
14.0;222.0;27.5;2020;3
28.0;281.4;26.8;2020;4
30.0;369.4;26.6;2020;5
20.0;210.0;27.0;2020;6
17.0;106.8;27.8;2020;7
8.0;31.8;28.8;2020;8
11.0;47.8;29.4;2020;9
9.0;46.8;29.2;2020;10
