"dias_chuva_mensal";"precip_total_mensal_mm";"temp_media_mensal_c";"ano";"mes"
13.0;63.6;26.7;2022;4
1.0;0.6;25.5;2022;5
0.0;0.0;25.9;2022;6
0.0;0.0;26.2;2022;7
0.0;0.0;28.2;2022;8
3.0;59.8;29.0;2022;9
3.0;;28.6;2022;10
;;;2022;11
;;;2022;12
;;;2023;1
;;;2023;2
;;;2023;3
;;;2023;4
;;;2023;5
1.0;;26.5;2023;6
0.0;0.0;26.6;2023;7
1.0;2.4;28.5;2023;8
1.0;0.8;30.5;2023;9
8.0;47.0;30.0;2023;10
9.0;;28.5;2023;11
10.0;;28.2;2023;12
16.0;;26.3;2024;1
10.0;;26.7;2024;2
11.0;147.0;27.1;2024;3
15.0;63.4;27.1;2024;4
0.0;0.0;27.2;2024;5
0.0;0.0;26.1;2024;6
0.0;0.0;26.2;2024;7
0.0;0.0;28.1;2024;8
;0.0;30.9;2024;9
9.0;109.2;29.4;2024;10
14.0;;26.5;2024;11
11.0;;27.0;2024;12
10.0;108.8;24.4;2015;1
16.0;181.0;22.8;2015;2
16.0;148.6;22.9;2015;3
23.0;175.6;23.1;2015;4
;;23.2;2015;5
;0.0;22.0;2015;6
0.0;0.0;22.5;2015;7
0.0;0.0;23.1;2015;8
;;26.4;2015;9
5.0;;26.8;2015;10
8.0;26.2;25.1;2015;11
;;26.2;2015;12
;;;2016;1
;;;2016;2
;;;2016;3
1.0;;;2016;4
0.0;0.0;24.2;2016;5
3.0;20.0;23.1;2016;6
0.0;0.0;22.3;2016;7
0.0;0.0;24.5;2016;8
;;25.3;2016;9
;;25.7;2016;10
;;25.4;2016;11
;;24.3;2016;12
;;23.5;2017;1
12.0;145.2;22.1;2017;2
17.0;122.4;23.4;2017;3
8.0;124.4;24.3;2017;4
1.0;8.4;24.3;2017;5
0.0;0.0;22.8;2017;6
0.0;0.0;20.8;2017;7
0.0;0.0;24.1;2017;8
0.0;0.0;24.4;2017;9
0.0;0.0;27.3;2017;10
18.0;203.2;24.2;2017;11
19.0;229.2;24.0;2017;12
20.0;218.8;23.0;2018;1
20.0;241.8;22.2;2018;2
17.0;228.6;22.6;2018;3
10.0;68.8;23.1;2018;4
0.0;0.0;23.3;2018;5
0.0;0.0;21.9;2018;6
0.0;0.0;21.8;2018;7
;;25.0;2018;8
;;;2018;9
4.0;;;2018;10
16.0;230.4;24.4;2018;11
15.0;257.0;23.6;2018;12
13.0;75.8;24.1;2019;1
18.0;174.6;23.3;2019;2
22.0;315.8;23.5;2019;3
15.0;201.2;24.0;2019;4
3.0;21.0;23.7;2019;5
0.0;0.0;21.9;2019;6
;;22.9;2019;7
;0.0;23.1;2019;8
1.0;2.6;25.9;2019;9
8.0;71.2;26.2;2019;10
10.0;80.6;25.6;2019;11
11.0;52.6;26.2;2019;12
22.0;303.8;23.6;2020;1
13.0;244.2;23.3;2020;2
23.0;329.0;23.0;2020;3
11.0;173.6;23.9;2020;4
3.0;;23.3;2020;5
1.0;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
;;;2022;7
0.0;0.0;23.4;2022;8
3.0;55.2;25.3;2022;9
7.0;44.8;26.1;2022;10
24.0;367.4;22.8;2022;11
22.0;317.8;23.4;2022;12
17.0;245.2;22.6;2023;1
14.0;151.8;23.0;2023;2
21.0;199.2;22.9;2023;3
7.0;83.2;23.7;2023;4
8.0;94.0;23.1;2023;5
0.0;0.0;21.9;2023;6
0.0;0.0;22.3;2023;7
2.0;43.2;24.2;2023;8
3.0;26.6;26.1;2023;9
3.0;40.2;27.6;2023;10
16.0;95.0;25.6;2023;11
17.0;151.6;25.8;2023;12
21.0;343.8;24.0;2024;1
15.0;228.2;23.8;2024;2
10.0;132.8;24.6;2024;3
11.0;104.2;24.7;2024;4
0.0;0.0;24.0;2024;5
0.0;0.0;22.9;2024;6
0.0;0.0;22.2;2024;7
0.0;0.0;24.0;2024;8
0.0;0.0;25.5;2024;9
14.0;180.4;26.9;2024;10
19.0;164.8;25.1;2024;11
20.0;133.0;24.5;2024;12
22.0;282.4;25.1;2015;1
17.0;181.8;25.2;2015;2
19.0;393.6;25.7;2015;3
20.0;;25.8;2015;4
9.0;125.2;26.1;2015;5
0.0;0.0;25.5;2015;6
2.0;4.8;25.7;2015;7
0.0;0.0;26.6;2015;8
4.0;8.2;28.2;2015;9
10.0;159.6;28.1;2015;10
15.0;171.8;26.9;2015;11
;;;2015;12
1.0;;;2016;1
6.0;43.8;27.6;2016;2
23.0;314.6;26.4;2016;3
9.0;101.6;27.0;2016;4
2.0;;;2016;5
;;;2016;6
;;;2016;7
;;;2016;8
;;;2016;9
11.0;;27.4;2016;10
13.0;121.0;26.8;2016;11
16.0;189.0;25.7;2016;12
16.0;144.8;25.7;2017;1
22.0;329.4;25.1;2017;2
21.0;216.2;25.9;2017;3
18.0;122.4;26.1;2017;4
7.0;20.0;27.0;2017;5
2.0;3.0;25.4;2017;6
0.0;0.0;24.6;2017;7
0.0;0.0;27.1;2017;8
0.0;0.0;28.5;2017;9
8.0;95.6;28.2;2017;10
16.0;207.0;26.7;2017;11
26.0;249.2;25.5;2017;12
22.0;397.4;25.2;2018;1
25.0;490.0;25.1;2018;2
27.0;278.8;25.7;2018;3
19.0;110.0;25.6;2018;4
7.0;32.2;26.4;2018;5
0.0;0.0;25.3;2018;6
0.0;0.0;25.5;2018;7
1.0;16.6;26.9;2018;8
6.0;78.2;27.3;2018;9
18.0;169.6;26.7;2018;10
4.0;;;2018;11
;;;2018;12
;;;2019;1
7.0;;;2019;2
26.0;316.4;25.7;2019;3
18.0;123.8;26.4;2019;4
11.0;62.0;26.9;2019;5
1.0;1.4;26.0;2019;6
0.0;0.0;25.9;2019;7
;0.0;26.7;2019;8
5.0;81.4;28.1;2019;9
19.0;171.2;26.0;2019;10
17.0;192.2;26.1;2019;11
22.0;210.0;26.0;2019;12
25.0;349.4;26.0;2020;1
22.0;250.6;25.9;2020;2
22.0;404.2;25.8;2020;3
22.0;106.8;26.5;2020;4
6.0;91.4;26.7;2020;5
0.0;0.0;26.0;2020;6
;;25.6;2020;7
1.0;;27.6;2020;8
4.0;30.8;28.2;2020;9
4.0;;;2020;10
3.0;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
9.0;;;2021;4
6.0;14.8;26.3;2021;5
2.0;1.8;26.0;2021;6
;0.0;25.6;2021;7
;0.0;26.9;2021;8
7.0;127.4;27.9;2021;9
13.0;70.0;26.9;2021;10
11.0;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
;;;2022;7
;;;2022;8
;;;2022;9
;;;2022;10
;;;2022;11
;;;2022;12
;;;2023;1
;;;2023;2
;;;2023;3
;;;2023;4
;;;2023;5
;;26.2;2023;6
0.0;0.0;26.0;2023;7
4.0;87.0;27.4;2023;8
4.0;11.8;28.2;2023;9
8.0;76.2;28.4;2023;10
13.0;158.4;27.3;2023;11
11.0;54.4;26.9;2023;12
17.0;;26.1;2024;1
11.0;;26.6;2024;2
;;27.1;2024;3
;;26.8;2024;4
;;27.4;2024;5
;;26.3;2024;6
;;25.8;2024;7
;;27.1;2024;8
;;28.8;2024;9
;;28.1;2024;10
;;26.3;2024;11
;;26.1;2024;12
15.0;77.2;24.5;2015;1
21.0;134.2;24.0;2015;2
21.0;260.0;24.5;2015;3
22.0;144.6;25.2;2015;4
13.0;76.8;25.3;2015;5
0.0;0.0;25.2;2015;6
3.0;6.4;25.8;2015;7
1.0;0.2;26.4;2015;8
1.0;13.0;28.3;2015;9
3.0;49.4;28.5;2015;10
10.0;62.0;26.6;2015;11
13.0;153.0;26.4;2015;12
26.0;425.2;24.6;2016;1
8.0;62.0;26.6;2016;2
17.0;160.6;26.0;2016;3
11.0;106.6;26.2;2016;4
5.0;39.6;26.0;2016;5
5.0;7.4;25.5;2016;6
;0.0;25.9;2016;7
;;;2016;8
;;;2016;9
4.0;;26.9;2016;10
10.0;110.2;26.3;2016;11
7.0;59.4;25.7;2016;12
18.0;255.4;24.4;2017;1
23.0;258.6;24.0;2017;2
24.0;70.2;24.7;2017;3
16.0;67.4;25.3;2017;4
4.0;23.6;25.6;2017;5
3.0;7.6;25.1;2017;6
;;24.4;2017;7
;;;2017;8
;;;2017;9
;;;2017;10
;;;2017;11
20.0;234.2;24.6;2017;12
23.0;166.4;23.9;2018;1
24.0;201.0;23.9;2018;2
25.0;358.0;24.6;2018;3
13.0;97.2;25.2;2018;4
4.0;5.6;25.7;2018;5
1.0;0.2;25.5;2018;6
0.0;0.0;25.9;2018;7
1.0;1.8;27.2;2018;8
5.0;4.0;28.0;2018;9
3.0;;26.5;2018;10
;;25.2;2018;11
;;25.1;2018;12
;;24.7;2019;1
;;24.6;2019;2
;;24.7;2019;3
;;25.2;2019;4
;;25.6;2019;5
;;25.4;2019;6
4.0;30.0;25.4;2019;7
0.0;0.0;26.5;2019;8
2.0;4.2;28.8;2019;9
14.0;136.8;26.2;2019;10
5.0;47.4;25.5;2019;11
;;25.7;2019;12
14.0;132.0;24.7;2020;1
;;;2020;2
;;25.2;2020;3
;;25.3;2020;4
;;25.8;2020;5
;0.0;24.9;2020;6
;;25.3;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
;;;2022;7
;;;2022;8
;;;2022;9
;;;2022;10
;;;2022;11
;;;2022;12
;;;2023;1
1.0;;;2023;2
21.0;328.6;24.4;2023;3
13.0;137.6;25.2;2023;4
10.0;15.2;25.7;2023;5
;;26.2;2023;6
;;;2023;7
;;;2023;8
;;;2023;9
;;;2023;10
;;;2023;11
;;;2023;12
;;;2024;1
;;;2024;2
;;;2024;3
;;;2024;4
;;;2024;5
;;;2024;6
;;;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
;;;2024;11
;;;2024;12
20.0;148.8;26.0;2015;1
19.0;144.6;25.9;2015;2
20.0;441.0;25.9;2015;3
15.0;69.0;26.8;2015;4
9.0;90.0;26.8;2015;5
5.0;7.2;27.3;2015;6
5.0;41.4;27.3;2015;7
1.0;2.8;28.2;2015;8
3.0;24.6;29.0;2015;9
7.0;45.0;29.6;2015;10
11.0;54.2;28.4;2015;11
12.0;59.0;27.7;2015;12
16.0;;26.2;2016;1
14.0;111.0;27.7;2016;2
20.0;157.4;27.1;2016;3
16.0;216.6;27.3;2016;4
12.0;67.2;27.3;2016;5
4.0;8.8;27.1;2016;6
2.0;1.0;27.7;2016;7
2.0;6.6;28.7;2016;8
12.0;126.4;28.6;2016;9
7.0;31.6;28.2;2016;10
3.0;;;2016;11
;;;2016;12
;;;2017;1
8.0;;;2017;2
22.0;327.0;26.1;2017;3
23.0;132.6;26.7;2017;4
9.0;65.4;27.4;2017;5
4.0;5.2;27.4;2017;6
2.0;18.2;27.4;2017;7
2.0;23.8;28.4;2017;8
1.0;5.4;29.7;2017;9
2.0;0.8;29.5;2017;10
11.0;189.8;27.5;2017;11
18.0;136.0;26.8;2017;12
20.0;283.4;26.2;2018;1
25.0;266.0;25.5;2018;2
25.0;355.6;26.2;2018;3
21.0;316.0;26.2;2018;4
8.0;25.4;27.2;2018;5
4.0;3.2;27.1;2018;6
1.0;3.2;27.8;2018;7
;;28.1;2018;8
;;;2018;9
;;;2018;10
;;;2018;11
4.0;;;2018;12
21.0;255.0;26.2;2019;1
21.0;239.0;26.3;2019;2
25.0;360.4;26.1;2019;3
17.0;156.2;26.8;2019;4
12.0;117.6;27.3;2019;5
1.0;;27.4;2019;6
;;;2019;7
;;;2019;8
;;;2019;9
4.0;;;2019;10
1.0;;;2019;11
7.0;;;2019;12
21.0;401.4;26.4;2020;1
15.0;;26.6;2020;2
15.0;;26.3;2020;3
11.0;;;2020;4
5.0;;;2020;5
;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
2.0;;;2020;10
4.0;;;2020;11
4.0;;26.8;2020;12
7.0;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
;;;2022;7
;;;2022;8
;;;2022;9
;;;2022;10
;;;2022;11
;;;2022;12
;;;2023;1
;;;2023;2
7.0;;;2023;3
;;;2023;4
;;;2023;5
;;;2023;6
;;;2023;7
1.0;;;2023;8
1.0;8.0;29.9;2023;9
5.0;;29.2;2023;10
7.0;;28.6;2023;11
16.0;211.4;27.7;2023;12
22.0;399.8;27.2;2024;1
22.0;313.6;26.6;2024;2
23.0;371.4;27.1;2024;3
21.0;206.6;27.2;2024;4
6.0;32.4;28.7;2024;5
1.0;0.4;28.8;2024;6
1.0;35.4;28.1;2024;7
2.0;6.8;28.9;2024;8
0.0;0.0;30.5;2024;9
5.0;70.0;29.4;2024;10
7.0;64.4;29.2;2024;11
19.0;162.6;27.3;2024;12
1.0;;;2016;7
1.0;11.2;27.4;2016;8
11.0;144.2;27.0;2016;9
10.0;95.8;26.4;2016;10
16.0;147.0;26.1;2016;11
15.0;101.4;25.6;2016;12
21.0;179.0;25.3;2017;1
18.0;328.8;25.0;2017;2
25.0;355.0;25.7;2017;3
23.0;188.2;25.8;2017;4
13.0;57.6;26.6;2017;5
4.0;23.6;25.7;2017;6
0.0;0.0;25.7;2017;7
2.0;49.0;27.6;2017;8
1.0;1.2;28.5;2017;9
7.0;29.8;27.8;2017;10
7.0;;;2017;11
18.0;227.2;25.3;2017;12
24.0;211.4;24.9;2018;1
23.0;234.8;24.8;2018;2
28.0;410.2;25.3;2018;3
19.0;148.6;25.6;2018;4
8.0;58.2;26.0;2018;5
0.0;0.0;25.7;2018;6
0.0;0.0;26.5;2018;7
5.0;48.4;26.7;2018;8
9.0;74.4;26.9;2018;9
10.0;179.8;26.7;2018;10
16.0;278.2;25.8;2018;11
16.0;185.8;25.4;2018;12
22.0;333.0;24.9;2019;1
21.0;222.8;25.5;2019;2
22.0;443.4;25.6;2019;3
20.0;263.6;25.9;2019;4
5.0;;;2019;5
;;;2019;6
;;;2019;7
;;;2019;8
;;;2019;9
12.0;;25.9;2019;10
18.0;170.2;25.6;2019;11
15.0;114.8;25.9;2019;12
22.0;252.6;25.6;2020;1
22.0;321.4;25.5;2020;2
26.0;531.4;25.6;2020;3
22.0;428.0;25.8;2020;4
10.0;50.2;26.4;2020;5
3.0;15.6;26.0;2020;6
0.0;0.0;25.9;2020;7
1.0;7.6;26.9;2020;8
3.0;;27.4;2020;9
3.0;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
15.0;;26.0;2022;4
4.0;22.2;25.9;2022;5
9.0;60.2;25.7;2022;6
0.0;0.0;26.4;2022;7
1.0;1.6;27.4;2022;8
3.0;30.8;27.6;2022;9
7.0;79.4;27.5;2022;10
21.0;238.6;25.3;2022;11
21.0;213.8;25.1;2022;12
19.0;157.8;25.1;2023;1
21.0;;25.6;2023;2
25.0;381.4;25.3;2023;3
21.0;255.6;25.9;2023;4
10.0;130.2;26.5;2023;5
0.0;0.0;26.6;2023;6
0.0;0.0;26.6;2023;7
6.0;31.6;27.4;2023;8
7.0;151.2;27.7;2023;9
7.0;57.6;27.5;2023;10
13.0;143.4;26.9;2023;11
12.0;89.2;26.9;2023;12
19.0;259.4;26.5;2024;1
26.0;190.0;26.0;2024;2
22.0;248.0;26.7;2024;3
25.0;197.6;26.6;2024;4
9.0;12.8;27.4;2024;5
0.0;0.0;27.2;2024;6
0.0;0.0;26.9;2024;7
2.0;27.2;27.8;2024;8
1.0;12.6;28.8;2024;9
8.0;53.6;28.1;2024;10
13.0;203.0;26.9;2024;11
17.0;177.4;25.7;2024;12
13.0;;26.3;2016;11
19.0;143.8;25.9;2016;12
23.0;249.2;25.3;2017;1
22.0;;25.3;2017;2
24.0;266.8;25.9;2017;3
21.0;103.8;26.1;2017;4
6.0;22.0;26.5;2017;5
1.0;9.8;25.2;2017;6
0.0;0.0;24.7;2017;7
3.0;6.8;27.4;2017;8
1.0;;28.7;2017;9
6.0;52.8;28.1;2017;10
17.0;291.2;26.5;2017;11
21.0;337.0;25.4;2017;12
24.0;355.0;25.2;2018;1
25.0;385.4;25.2;2018;2
29.0;321.2;25.7;2018;3
16.0;129.6;25.6;2018;4
4.0;17.2;26.0;2018;5
2.0;1.2;24.9;2018;6
2.0;0.4;25.3;2018;7
7.0;83.2;26.6;2018;8
6.0;28.8;27.4;2018;9
12.0;107.6;26.8;2018;10
17.0;118.6;26.1;2018;11
;;;2018;12
;;;2019;1
5.0;;;2019;2
21.0;324.8;25.8;2019;3
19.0;257.8;26.2;2019;4
3.0;;;2019;5
;;;2019;6
3.0;;25.5;2019;7
;0.0;26.4;2019;8
4.0;52.4;28.5;2019;9
15.0;99.4;26.3;2019;10
13.0;180.6;26.0;2019;11
13.0;131.2;26.2;2019;12
16.0;284.2;25.9;2020;1
20.0;371.4;25.8;2020;2
23.0;316.6;25.8;2020;3
17.0;271.0;25.8;2020;4
9.0;71.0;26.2;2020;5
0.0;0.0;25.3;2020;6
0.0;0.0;24.7;2020;7
0.0;0.0;26.3;2020;8
3.0;4.8;28.1;2020;9
9.0;173.8;27.8;2020;10
12.0;271.0;26.6;2020;11
16.0;242.8;26.1;2020;12
16.0;;25.8;2021;1
21.0;322.2;25.0;2021;2
19.0;260.6;25.7;2021;3
19.0;300.0;25.8;2021;4
4.0;14.8;25.5;2021;5
3.0;30.6;25.2;2021;6
1.0;0.4;25.0;2021;7
;0.0;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
1.0;78.2;;2022;5
5.0;115.4;;2022;6
0.0;0.0;;2022;7
1.0;0.2;;2022;8
3.0;4.2;;2022;9
7.0;97.2;;2022;10
14.0;;;2022;11
19.0;308.8;;2022;12
19.0;180.2;25.6;2023;1
16.0;;25.8;2023;2
19.0;443.0;25.6;2023;3
18.0;316.2;26.2;2023;4
7.0;51.2;26.7;2023;5
0.0;0.0;26.2;2023;6
0.0;0.0;25.8;2023;7
4.0;43.0;27.3;2023;8
6.0;82.0;28.4;2023;9
6.0;;28.0;2023;10
7.0;;;2023;11
8.0;;;2023;12
17.0;;;2024;1
12.0;;;2024;2
19.0;164.8;;2024;3
21.0;352.0;;2024;4
1.0;2.6;;2024;5
0.0;0.0;;2024;6
1.0;1.4;;2024;7
1.0;8.4;;2024;8
1.0;;;2024;9
11.0;150.6;;2024;10
16.0;;;2024;11
16.0;;;2024;12
;;27.9;2016;8
4.0;24.2;28.5;2016;9
5.0;18.8;28.4;2016;10
13.0;71.8;27.5;2016;11
14.0;142.6;26.7;2016;12
19.0;259.2;25.4;2017;1
23.0;;24.8;2017;2
20.0;134.8;25.6;2017;3
12.0;156.0;26.5;2017;4
2.0;2.0;26.5;2017;5
;0.0;24.5;2017;6
0.0;0.0;23.5;2017;7
;0.0;26.5;2017;8
;0.0;28.5;2017;9
2.0;10.0;29.5;2017;10
18.0;140.4;26.4;2017;11
26.0;358.8;25.4;2017;12
23.0;210.4;25.1;2018;1
23.0;364.2;24.9;2018;2
16.0;259.0;25.4;2018;3
15.0;112.2;25.6;2018;4
3.0;6.8;25.5;2018;5
1.0;0.6;23.9;2018;6
0.0;0.0;23.8;2018;7
2.0;12.8;26.2;2018;8
;;28.0;2018;9
15.0;332.6;26.5;2018;10
20.0;295.0;25.8;2018;11
19.0;345.2;25.2;2018;12
17.0;138.2;25.6;2019;1
20.0;246.0;25.1;2019;2
23.0;267.8;25.5;2019;3
17.0;165.8;25.8;2019;4
10.0;;25.7;2019;5
;;;2019;6
;;23.9;2019;7
;;24.9;2019;8
;;;2019;9
12.0;;27.6;2019;10
17.0;160.4;26.9;2019;11
13.0;158.2;27.2;2019;12
24.0;285.8;26.0;2020;1
19.0;184.4;25.8;2020;2
25.0;290.4;25.6;2020;3
16.0;278.4;26.0;2020;4
12.0;39.4;26.2;2020;5
0.0;0.0;24.7;2020;6
0.0;0.0;24.1;2020;7
0.0;0.0;25.6;2020;8
1.0;0.4;27.9;2020;9
9.0;79.4;28.1;2020;10
17.0;266.0;26.5;2020;11
18.0;182.2;26.3;2020;12
17.0;;25.5;2021;1
24.0;416.2;24.9;2021;2
22.0;272.2;25.7;2021;3
14.0;200.2;25.4;2021;4
1.0;0.2;25.1;2021;5
1.0;;24.8;2021;6
;;;2021;7
;;;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;;2022;4
;;;2022;5
;;;2022;6
;;;2022;7
;;;2022;8
;;;2022;9
;;;2022;10
;;;2022;11
;;;2022;12
;;;2023;1
1.0;;;2023;2
21.0;181.8;25.2;2023;3
15.0;101.4;26.2;2023;4
5.0;64.6;26.3;2023;5
0.0;0.0;25.4;2023;6
;0.0;24.8;2023;7
3.0;2.2;26.4;2023;8
7.0;31.0;28.3;2023;9
9.0;;28.4;2023;10
8.0;;27.6;2023;11
7.0;;;2023;12
15.0;;26.1;2024;1
8.0;;;2024;2
10.0;;27.1;2024;3
13.0;;26.4;2024;4
2.0;1.2;26.1;2024;5
0.0;0.0;24.8;2024;6
0.0;0.0;24.3;2024;7
;0.0;26.5;2024;8
;0.0;28.5;2024;9
11.0;;28.5;2024;10
14.0;;27.1;2024;11
9.0;;26.4;2024;12
6.0;;27.0;2016;4
3.0;16.6;26.5;2016;5
3.0;1.4;25.3;2016;6
0.0;0.0;24.2;2016;7
0.0;0.0;26.4;2016;8
8.0;75.2;27.5;2016;9
12.0;195.2;27.3;2016;10
13.0;158.4;26.6;2016;11
15.0;258.8;25.9;2016;12
17.0;277.4;25.6;2017;1
20.0;314.2;25.2;2017;2
22.0;247.2;26.0;2017;3
21.0;154.4;26.1;2017;4
6.0;9.4;26.6;2017;5
1.0;0.6;24.4;2017;6
0.0;0.0;22.8;2017;7
0.0;0.0;25.7;2017;8
1.0;1.2;27.6;2017;9
3.0;75.4;28.6;2017;10
;;;2017;11
25.0;473.0;25.4;2017;12
27.0;294.4;25.5;2018;1
22.0;595.2;25.2;2018;2
23.0;182.2;25.7;2018;3
20.0;82.4;25.5;2018;4
3.0;69.0;25.6;2018;5
0.0;0.0;24.1;2018;6
0.0;0.0;23.8;2018;7
1.0;0.2;26.0;2018;8
4.0;15.8;26.8;2018;9
18.0;116.2;26.8;2018;10
23.0;539.6;25.7;2018;11
18.0;167.0;25.6;2018;12
24.0;318.2;25.6;2019;1
19.0;196.8;25.7;2019;2
22.0;155.0;25.8;2019;3
15.0;64.2;26.4;2019;4
11.0;139.8;26.7;2019;5
4.0;0.8;24.7;2019;6
0.0;0.0;24.3;2019;7
0.0;0.0;25.1;2019;8
2.0;2.4;27.3;2019;9
19.0;187.4;25.9;2019;10
16.0;192.8;26.1;2019;11
16.0;243.2;26.4;2019;12
26.0;332.0;26.1;2020;1
20.0;219.8;26.0;2020;2
26.0;301.6;25.8;2020;3
15.0;273.6;26.5;2020;4
3.0;27.4;26.2;2020;5
1.0;;;2020;6
;;;2020;7
;;;2020;8
;;;2020;9
;;;2020;10
;;;2020;11
;;;2020;12
;;;2021;1
;;;2021;2
;;;2021;3
;;;2021;4
;;;2021;5
;;;2021;6
;;;2021;7
;;;2021;8
6.0;;27.5;2021;9
15.0;164.0;26.7;2021;10
22.0;333.8;25.3;2021;11
29.0;379.4;25.3;2021;12
23.0;307.2;25.5;2022;1
24.0;416.6;25.5;2022;2
24.0;321.4;25.4;2022;3
20.0;128.0;26.4;2022;4
6.0;60.4;24.7;2022;5
2.0;16.8;24.4;2022;6
0.0;0.0;24.0;2022;7
0.0;0.0;25.4;2022;8
6.0;42.4;26.9;2022;9
12.0;136.8;26.8;2022;10
16.0;330.2;25.4;2022;11
23.0;357.0;25.1;2022;12
23.0;216.6;25.0;2023;1
19.0;209.4;25.8;2023;2
23.0;248.8;25.3;2023;3
16.0;282.0;26.0;2023;4
6.0;58.8;26.1;2023;5
0.0;0.0;25.2;2023;6
0.0;0.0;24.5;2023;7
4.0;9.2;26.1;2023;8
5.0;39.2;27.9;2023;9
12.0;128.4;27.9;2023;10
12.0;117.8;27.0;2023;11
13.0;76.4;27.0;2023;12
25.0;465.6;26.0;2024;1
10.0;;;2024;2
;;;2024;3
;;;2024;4
;;;2024;5
;;;2024;6
;;;2024;7
;;;2024;8
;;;2024;9
;;;2024;10
;;;2024;11
;;;2024;12
;;;2015;8
1.0;0.2;28.8;2015;9
3.0;23.8;29.2;2015;10
19.0;175.6;27.4;2015;11
17.0;101.4;27.5;2015;12
28.0;330.0;25.2;2016;1
13.0;83.2;26.9;2016;2
20.0;161.8;26.8;2016;3
7.0;11.4;27.2;2016;4
3.0;2.4;27.1;2016;5
2.0;19.8;26.2;2016;6
0.0;0.0;25.9;2016;7
0.0;0.0;28.1;2016;8
4.0;11.0;28.6;2016;9
8.0;;27.8;2016;10
15.0;78.6;27.7;2016;11
22.0;255.0;26.1;2016;12
18.0;157.8;25.2;2017;1
16.0;131.6;24.5;2017;2
7.0;;25.8;2017;3
;;;2017;4
2.0;;;2017;5
0.0;0.0;25.1;2017;6
0.0;0.0;23.6;2017;7
0.0;0.0;26.9;2017;8
0.0;0.0;28.7;2017;9
6.0;56.4;29.7;2017;10
19.0;197.8;26.3;2017;11
23.0;293.2;25.3;2017;12
22.0;158.4;24.7;2018;1
26.0;358.4;24.8;2018;2
25.0;358.0;25.5;2018;3
17.0;106.8;25.0;2018;4
5.0;4.2;25.4;2018;5
0.0;0.0;24.5;2018;6
0.0;0.0;24.5;2018;7
2.0;5.4;27.0;2018;8
;;28.3;2018;9
;;27.2;2018;10
12.0;;26.0;2018;11
;;;2018;12
;;;2019;1
10.0;;;2019;2
20.0;475.6;25.2;2019;3
17.0;175.8;25.8;2019;4
8.0;50.4;26.3;2019;5
0.0;0.0;24.9;2019;6
0.0;0.0;24.8;2019;7
;0.0;26.4;2019;8
1.0;36.8;28.9;2019;9
10.0;185.4;27.2;2019;10
15.0;215.4;26.6;2019;11
13.0;143.4;26.2;2019;12
19.0;349.8;25.4;2020;1
18.0;219.2;25.8;2020;2
19.0;232.4;25.5;2020;3
18.0;256.0;25.6;2020;4
3.0;15.4;25.3;2020;5
0.0;0.0;24.6;2020;6
0.0;0.0;24.4;2020;7
0.0;0.0;26.3;2020;8
1.0;0.6;28.3;2020;9
7.0;64.2;28.3;2020;10
11.0;102.6;26.7;2020;11
17.0;294.8;26.1;2020;12
11.0;;25.7;2021;1
24.0;326.0;24.2;2021;2
8.0;28.0;25.6;2021;3
;;25.7;2021;4
;0.0;25.0;2021;5
0.0;0.0;24.8;2021;6
0.0;0.0;24.5;2021;7
0.0;0.0;26.4;2021;8
;;;2021;9
;;;2021;10
;;;2021;11
;;;2021;12
;;;2022;1
;;;2022;2
;;;2022;3
;;26.2;2022;4
;;24.8;2022;5
